# x	y	u	v	s2n	mask
 16.6545	 15.9753	 48.0805	-17.5684	  1.0173	  1.0000
 17.2853	 15.9753	 46.8685	-18.4907	  1.0161	  1.0000
 17.9161	 15.9753	 50.2670	-18.5929	  1.0197	  1.0000
 18.5468	 15.9753	 51.1272	-19.2608	  1.0203	  1.0000
 19.1776	 15.9753	 52.0831	-19.9713	  1.0204	  1.0000
 19.8083	 15.9753	 53.4305	-19.7123	  1.0149	  1.0000
 20.4391	 15.9753	 49.6766	-20.1922	  1.0159	  1.0000
 21.0699	 15.9753	 46.5242	-20.2662	  1.0208	  1.0000
 21.7006	 15.9753	 44.1831	-19.5695	  1.0203	  1.0000
 22.3314	 15.9753	 40.8688	-19.3322	  1.0189	  1.0000
 22.9622	 15.9753	 39.1985	-18.3349	  1.0163	  1.0000
 23.5929	 15.9753	 36.3972	-17.3346	  1.0196	  1.0000
 24.2237	 15.9753	 32.8172	-17.2872	  1.0240	  1.0000
 24.8544	 15.9753	 33.2856	-16.4035	  1.0247	  1.0000
 25.4852	 15.9753	 32.8489	-15.6802	  1.0218	  1.0000
  0.8855	 16.6060	  0.7789	-40.0696	  1.0150	  1.0000
  1.5163	 16.6060	  0.9731	-40.5151	  1.0180	  1.0000
  2.1470	 16.6060	  1.0276	-41.1097	  1.0170	  1.0000
  2.7778	 16.6060	  1.0824	-41.8604	  1.0167	  1.0000
  3.4085	 16.6060	  1.3129	-43.3875	  1.0190	  1.0000
  4.0393	 16.6060	  1.6830	-43.5301	  1.0172	  1.0000
  4.6701	 16.6060	  2.1147	-43.6964	  1.0185	  1.0000
  5.3008	 16.6060	  2.5214	-44.1272	  1.0166	  1.0000
  5.9316	 16.6060	  2.4765	-43.8519	  1.0168	  1.0000
  6.5623	 16.6060	  2.4308	-43.0082	  1.0144	  1.0000
  7.1931	 16.6060	  2.3791	-41.1525	  1.0145	  1.0000
  7.8239	 16.6060	  2.1305	-37.5899	  1.0246	  1.0000
  8.4546	 16.6060	  1.5014	-36.1054	  1.0208	  1.0000
  9.0854	 16.6060	  0.8368	-34.3010	  1.0163	  1.0000
  9.7162	 16.6060	  0.2081	-30.9887	  1.0129	  1.0000
 10.3469	 16.6060	  0.0527	-27.9353	  1.0150	  1.0000
 10.9777	 16.6060	  0.0375	-25.3133	  1.0168	  1.0000
 11.6084	 16.6060	 -0.0011	-23.5776	  1.0249	  1.0000
 12.2392	 16.6060	 -0.1278	-22.3208	  1.0224	  1.0000
 12.8700	 16.6060	  1.0379	-21.2476	  1.0195	  1.0000
 13.5007	 16.6060	  3.1093	-20.6009	  1.0145	  1.0000
 14.1315	 16.6060	  6.6786	-19.7044	  1.0147	  1.0000
 14.7623	 16.6060	 11.5488	-19.4380	  1.0223	  1.0000
 15.3930	 16.6060	 16.0036	-19.9115	  1.0223	  1.0000
 16.0238	 16.6060	 20.4906	-20.1043	  1.0198	  1.0000
 16.6545	 16.6060	 24.9629	-20.2986	  1.0185	  1.0000
 17.2853	 16.6060	 28.0555	-20.7020	  1.0158	  1.0000
 17.9161	 16.6060	 30.5107	-20.8570	  1.0197	  1.0000
 18.5468	 16.6060	 31.2543	-21.5629	  1.0190	  1.0000
 19.1776	 16.6060	 32.7368	-22.2546	  1.0221	  1.0000
 19.8083	 16.6060	 34.7580	-21.7425	  1.0163	  1.0000
 20.4391	 16.6060	 36.1345	-21.1506	  1.0180	  1.0000
 21.0699	 16.6060	 37.9608	-20.3616	  1.0201	  1.0000
 21.7006	 16.6060	 35.3126	-19.5589	  1.0233	  1.0000
 22.3314	 16.6060	 36.8414	-18.8787	  1.0190	  1.0000
 22.9622	 16.6060	 34.7000	-17.7292	  1.0165	  1.0000
 23.5929	 16.6060	 31.3738	-16.6453	  1.0195	  1.0000
 24.2237	 16.6060	 30.1366	-16.2544	  1.0236	  1.0000
 24.8544	 16.6060	 28.4737	-15.8942	  1.0237	  1.0000
 25.4852	 16.6060	 24.6294	-15.7539	  1.0212	  1.0000
